Subregion,Subregion_norm,NE_name,NE_name_norm,score,country,top_candidates
Skikda,skikda,Skikda,skikda,100,Algeria,"[{""candidate_NE_name"": ""Skikda"", ""candidate_NE_name_norm"": ""skikda"", ""score"": 100, ""country"": ""Algeria""}, {""candidate_NE_name"": ""Saïda"", ""candidate_NE_name_norm"": ""saida"", ""score"": 73, ""country"": ""Algeria""}, {""candidate_NE_name"": ""Kidal"", ""candidate_NE_name_norm"": ""kidal"", ""score"": 73, ""country"": ""Mali""}, {""candidate_NE_name"": ""Kindia"", ""candidate_NE_name_norm"": ""kindia"", ""score"": 67, ""country"": ""Guinea""}, {""candidate_NE_name"": ""Laâyoune - Boujdour - Sakia El Hamra"", ""candidate_NE_name_norm"": ""laayoune - boujdour - sakia el hamra"", ""score"": 62, ""country"": ""Morocco""}]"
Souk-Ahras,souk-ahras,Souk Ahras,souk ahras,90,Algeria,"[{""candidate_NE_name"": ""Souk Ahras"", ""candidate_NE_name_norm"": ""souk ahras"", ""score"": 90, ""country"": ""Algeria""}, {""candidate_NE_name"": ""Soum"", ""candidate_NE_name_norm"": ""soum"", ""score"": 77, ""country"": ""Burkina Faso""}, {""candidate_NE_name"": ""Ouaka"", ""candidate_NE_name_norm"": ""ouaka"", ""score"": 72, ""country"": ""Central African Republic""}, {""candidate_NE_name"": ""Karas"", ""candidate_NE_name_norm"": ""karas"", ""score"": 72, ""country"": ""Namibia""}, {""candidate_NE_name"": ""Arta"", ""candidate_NE_name_norm"": ""arta"", ""score"": 68, ""country"": ""Djibouti""}]"
Tamanrasset,tamanrasset,Tamanghasset,tamanghasset,87,Algeria,"[{""candidate_NE_name"": ""Tamanghasset"", ""candidate_NE_name_norm"": ""tamanghasset"", ""score"": 87, ""country"": ""Algeria""}, {""candidate_NE_name"": ""Amhara"", ""candidate_NE_name_norm"": ""amhara"", ""score"": 75, ""country"": ""Ethiopia""}, {""candidate_NE_name"": ""Est"", ""candidate_NE_name_norm"": ""est"", ""score"": 72, ""country"": ""Cameroon""}, {""candidate_NE_name"": ""Karas"", ""candidate_NE_name_norm"": ""karas"", ""score"": 72, ""country"": ""Namibia""}, {""candidate_NE_name"": ""Arta"", ""candidate_NE_name_norm"": ""arta"", ""score"": 68, ""country"": ""Djibouti""}]"
Tebessa,tebessa,Tébessa,tebessa,100,Algeria,"[{""candidate_NE_name"": ""Tébessa"", ""candidate_NE_name_norm"": ""tebessa"", ""score"": 100, ""country"": ""Algeria""}, {""candidate_NE_name"": ""Sal"", ""candidate_NE_name_norm"": ""sal"", ""score"": 72, ""country"": ""Cape Verde""}, {""candidate_NE_name"": ""Tete"", ""candidate_NE_name_norm"": ""tete"", ""score"": 68, ""country"": ""Mozambique""}, {""candidate_NE_name"": ""Bissau"", ""candidate_NE_name_norm"": ""bissau"", ""score"": 62, ""country"": ""Guinea Bissau""}, {""candidate_NE_name"": ""Bié"", ""candidate_NE_name_norm"": ""bie"", ""score"": 60, ""country"": ""Angola""}]"
Tiaret,tiaret,Tiaret,tiaret,100,Algeria,"[{""candidate_NE_name"": ""Tiaret"", ""candidate_NE_name_norm"": ""tiaret"", ""score"": 100, ""country"": ""Algeria""}, {""candidate_NE_name"": ""Est"", ""candidate_NE_name_norm"": ""est"", ""score"": 72, ""country"": ""Cameroon""}, {""candidate_NE_name"": ""Arta"", ""candidate_NE_name_norm"": ""arta"", ""score"": 68, ""country"": ""Djibouti""}, {""candidate_NE_name"": ""Tibesti"", ""candidate_NE_name_norm"": ""tibesti"", ""score"": 62, ""country"": ""Chad""}, {""candidate_NE_name"": ""Pointe Noire"", ""candidate_NE_name_norm"": ""pointe noire"", ""score"": 60, ""country"": ""Republic of the Congo""}]"
Tindouf,tindouf,Tindouf,tindouf,100,Algeria,"[{""candidate_NE_name"": ""Tindouf"", ""candidate_NE_name_norm"": ""tindouf"", ""score"": 100, ""country"": ""Algeria""}, {""candidate_NE_name"": ""Ondo"", ""candidate_NE_name_norm"": ""ondo"", ""score"": 68, ""country"": ""Nigeria""}, {""candidate_NE_name"": ""Ogooué-Ivindo"", ""candidate_NE_name_norm"": ""ogooue-ivindo"", ""score"": 65, ""country"": ""Gabon""}, {""candidate_NE_name"": ""Kotido"", ""candidate_NE_name_norm"": ""kotido"", ""score"": 62, ""country"": ""Uganda""}, {""candidate_NE_name"": ""Zou"", ""candidate_NE_name_norm"": ""zou"", ""score"": 60, ""country"": ""Benin""}]"
Tipaza,tipaza,Tipaza,tipaza,100,Algeria,"[{""candidate_NE_name"": ""Tipaza"", ""candidate_NE_name_norm"": ""tipaza"", ""score"": 100, ""country"": ""Algeria""}, {""candidate_NE_name"": ""Gaza"", ""candidate_NE_name_norm"": ""gaza"", ""score"": 77, ""country"": ""Mozambique""}, {""candidate_NE_name"": ""Taza - Al Hoceima - Taounate"", ""candidate_NE_name_norm"": ""taza - al hoceima - taounate"", ""score"": 72, ""country"": ""Morocco""}, {""candidate_NE_name"": ""Trarza"", ""candidate_NE_name_norm"": ""trarza"", ""score"": 67, ""country"": ""Mauritania""}, {""candidate_NE_name"": ""Chitipa"", ""candidate_NE_name_norm"": ""chitipa"", ""score"": 62, ""country"": ""Malawi""}]"
Tissemsilt,tissemsilt,Tissemsilt,tissemsilt,100,Algeria,"[{""candidate_NE_name"": ""Tissemsilt"", ""candidate_NE_name_norm"": ""tissemsilt"", ""score"": 100, ""country"": ""Algeria""}, {""candidate_NE_name"": ""M'Sila"", ""candidate_NE_name_norm"": ""msila"", ""score"": 72, ""country"": ""Algeria""}, {""candidate_NE_name"": ""Mila"", ""candidate_NE_name_norm"": ""mila"", ""score"": 68, ""country"": ""Algeria""}, {""candidate_NE_name"": ""Thiès"", ""candidate_NE_name_norm"": ""thies"", ""score"": 68, ""country"": ""Senegal""}, {""candidate_NE_name"": ""Sila"", ""candidate_NE_name_norm"": ""sila"", ""score"": 68, ""country"": ""Chad""}]"
Tizi Ouzou,tizi ouzou,Tizi Ouzou,tizi ouzou,100,Algeria,"[{""candidate_NE_name"": ""Tizi Ouzou"", ""candidate_NE_name_norm"": ""tizi ouzou"", ""score"": 100, ""country"": ""Algeria""}, {""candidate_NE_name"": ""Zou"", ""candidate_NE_name_norm"": ""zou"", ""score"": 90, ""country"": ""Benin""}, {""candidate_NE_name"": ""Ziro"", ""candidate_NE_name_norm"": ""ziro"", ""score"": 68, ""country"": ""Burkina Faso""}, {""candidate_NE_name"": ""Sourou"", ""candidate_NE_name_norm"": ""sourou"", ""score"": 65, ""country"": ""Burkina Faso""}, {""candidate_NE_name"": ""Tiris Zemmour"", ""candidate_NE_name_norm"": ""tiris zemmour"", ""score"": 61, ""country"": ""Mauritania""}]"
Tlemcen,tlemcen,Tlemcen,tlemcen,100,Algeria,"[{""candidate_NE_name"": ""Tlemcen"", ""candidate_NE_name_norm"": ""tlemcen"", ""score"": 100, ""country"": ""Algeria""}, {""candidate_NE_name"": ""Extrême-Nord"", ""candidate_NE_name_norm"": ""extreme-nord"", ""score"": 64, ""country"": ""Cameroon""}, {""candidate_NE_name"": ""Séno"", ""candidate_NE_name_norm"": ""seno"", ""score"": 60, ""country"": ""Burkina Faso""}, {""candidate_NE_name"": ""Semenawi Keyih Bahri"", ""candidate_NE_name_norm"": ""semenawi keyih bahri"", ""score"": 60, ""country"": ""Eritrea""}, {""candidate_NE_name"": ""Neno"", ""candidate_NE_name_norm"": ""neno"", ""score"": 60, ""country"": ""Malawi""}]"
Bengo,bengo,Bengo,bengo,100,Angola,"[{""candidate_NE_name"": ""Bengo"", ""candidate_NE_name_norm"": ""bengo"", ""score"": 100, ""country"": ""Angola""}, {""candidate_NE_name"": ""Benguela"", ""candidate_NE_name_norm"": ""benguela"", ""score"": 80, ""country"": ""Angola""}, {""candidate_NE_name"": ""Benghazi"", ""candidate_NE_name_norm"": ""benghazi"", ""score"": 80, ""country"": ""Libya""}, {""candidate_NE_name"": ""Erongo"", ""candidate_NE_name_norm"": ""erongo"", ""score"": 73, ""country"": ""Namibia""}, {""candidate_NE_name"": ""Lwengo"", ""candidate_NE_name_norm"": ""lwengo"", ""score"": 73, ""country"": ""Uganda""}]"
Benguela,benguela,Benguela,benguela,100,Angola,"[{""candidate_NE_name"": ""Benguela"", ""candidate_NE_name_norm"": ""benguela"", ""score"": 100, ""country"": ""Angola""}, {""candidate_NE_name"": ""Bengo"", ""candidate_NE_name_norm"": ""bengo"", ""score"": 80, ""country"": ""Angola""}, {""candidate_NE_name"": ""Benue"", ""candidate_NE_name_norm"": ""benue"", ""score"": 77, ""country"": ""Nigeria""}, {""candidate_NE_name"": ""Denguélé"", ""candidate_NE_name_norm"": ""denguele"", ""score"": 75, ""country"": ""Ivory Coast""}, {""candidate_NE_name"": ""Bié"", ""candidate_NE_name_norm"": ""bie"", ""score"": 72, ""country"": ""Angola""}]"
Bie,bie,Bié,bie,100,Angola,"[{""candidate_NE_name"": ""Bié"", ""candidate_NE_name_norm"": ""bie"", ""score"": 100, ""country"": ""Angola""}, {""candidate_NE_name"": ""Noumbiel"", ""candidate_NE_name_norm"": ""noumbiel"", ""score"": 90, ""country"": ""Burkina Faso""}, {""candidate_NE_name"": ""Ali Sabieh"", ""candidate_NE_name_norm"": ""ali sabieh"", ""score"": 90, ""country"": ""Djibouti""}, {""candidate_NE_name"": ""Bengo"", ""candidate_NE_name_norm"": ""bengo"", ""score"": 72, ""country"": ""Angola""}, {""candidate_NE_name"": ""Benguela"", ""candidate_NE_name_norm"": ""benguela"", ""score"": 72, ""country"": ""Angola""}]"
Cabinda,cabinda,Cabinda,cabinda,100,Angola,"[{""candidate_NE_name"": ""Cabinda"", ""candidate_NE_name_norm"": ""cabinda"", ""score"": 100, ""country"": ""Angola""}, {""candidate_NE_name"": ""Abia"", ""candidate_NE_name_norm"": ""abia"", ""score"": 73, ""country"": ""Nigeria""}, {""candidate_NE_name"": ""Qina"", ""candidate_NE_name_norm"": ""qina"", ""score"": 68, ""country"": ""Egypt""}, {""candidate_NE_name"": ""Abim"", ""candidate_NE_name_norm"": ""abim"", ""score"": 68, ""country"": ""Uganda""}, {""candidate_NE_name"": ""Saïda"", ""candidate_NE_name_norm"": ""saida"", ""score"": 67, ""country"": ""Algeria""}]"
Cuando Cubango,cuando cubango,Cuando Cubango,cuando cubango,100,Angola,"[{""candidate_NE_name"": ""Cuando Cubango"", ""candidate_NE_name_norm"": ""cuando cubango"", ""score"": 100, ""country"": ""Angola""}, {""candidate_NE_name"": ""Bengo"", ""candidate_NE_name_norm"": ""bengo"", ""score"": 72, ""country"": ""Angola""}, {""candidate_NE_name"": ""Gao"", ""candidate_NE_name_norm"": ""gao"", ""score"": 72, ""country"": ""Mali""}, {""candidate_NE_name"": ""Ngozi"", ""candidate_NE_name_norm"": ""ngozi"", ""score"": 68, ""country"": ""Burundi""}, {""candidate_NE_name"": ""Bong"", ""candidate_NE_name_norm"": ""bong"", ""score"": 68, ""country"": ""Liberia""}]"
Cuanza Sul,cuanza sul,Cuanza Sul,cuanza sul,100,Angola,"[{""candidate_NE_name"": ""Cuanza Sul"", ""candidate_NE_name_norm"": ""cuanza sul"", ""score"": 100, ""country"": ""Angola""}, {""candidate_NE_name"": ""Lunda Sul"", ""candidate_NE_name_norm"": ""lunda sul"", ""score"": 74, ""country"": ""Angola""}, {""candidate_NE_name"": ""Cuanza Norte"", ""candidate_NE_name_norm"": ""cuanza norte"", ""score"": 71, ""country"": ""Angola""}, {""candidate_NE_name"": ""Gaza"", ""candidate_NE_name_norm"": ""gaza"", ""score"": 68, ""country"": ""Mozambique""}, {""candidate_NE_name"": ""Luanda"", ""candidate_NE_name_norm"": ""luanda"", ""score"": 60, ""country"": ""Angola""}]"
Cunene,cunene,Cunene,cunene,100,Angola,"[{""candidate_NE_name"": ""Cunene"", ""candidate_NE_name_norm"": ""cunene"", ""score"": 100, ""country"": ""Angola""}, {""candidate_NE_name"": ""Kunene"", ""candidate_NE_name_norm"": ""kunene"", ""score"": 83, ""country"": ""Namibia""}, {""candidate_NE_name"": ""Neno"", ""candidate_NE_name_norm"": ""neno"", ""score"": 68, ""country"": ""Malawi""}, {""candidate_NE_name"": ""Centre"", ""candidate_NE_name_norm"": ""centre"", ""score"": 67, ""country"": ""Cameroon""}, {""candidate_NE_name"": ""Centre"", ""candidate_NE_name_norm"": ""centre"", ""score"": 67, ""country"": ""Togo""}]"
Huambo,huambo,Huambo,huambo,100,Angola,"[{""candidate_NE_name"": ""Huambo"", ""candidate_NE_name_norm"": ""huambo"", ""score"": 100, ""country"": ""Angola""}, {""candidate_NE_name"": ""Lubombo"", ""candidate_NE_name_norm"": ""lubombo"", ""score"": 62, ""country"": ""Swaziland""}, {""candidate_NE_name"": ""Bam"", ""candidate_NE_name_norm"": ""bam"", ""score"": 60, ""country"": ""Burkina Faso""}, {""candidate_NE_name"": ""Sangha-Mbaéré"", ""candidate_NE_name_norm"": ""sangha-mbaere"", ""score"": 60, ""country"": ""Central African Republic""}, {""candidate_NE_name"": ""Haut-Mbomou"", ""candidate_NE_name_norm"": ""haut-mbomou"", ""score"": 60, ""country"": ""Central African Republic""}]"
Huila,huila,Huíla,huila,100,Angola,"[{""candidate_NE_name"": ""Huíla"", ""candidate_NE_name_norm"": ""huila"", ""score"": 100, ""country"": ""Angola""}, {""candidate_NE_name"": ""Lac"", ""candidate_NE_name_norm"": ""lac"", ""score"": 72, ""country"": ""Chad""}, {""candidate_NE_name"": ""Mila"", ""candidate_NE_name_norm"": ""mila"", ""score"": 67, ""country"": ""Algeria""}, {""candidate_NE_name"": ""Sila"", ""candidate_NE_name_norm"": ""sila"", ""score"": 67, ""country"": ""Chad""}, {""candidate_NE_name"": ""Benguela"", ""candidate_NE_name_norm"": ""benguela"", ""score"": 60, ""country"": ""Angola""}]"
Kuanza Norte,kuanza norte,Cuanza Norte,cuanza norte,92,Angola,"[{""candidate_NE_name"": ""Cuanza Norte"", ""candidate_NE_name_norm"": ""cuanza norte"", ""score"": 92, ""country"": ""Angola""}, {""candidate_NE_name"": ""Lunda Norte"", ""candidate_NE_name_norm"": ""lunda norte"", ""score"": 78, ""country"": ""Angola""}, {""candidate_NE_name"": ""Zanzan"", ""candidate_NE_name_norm"": ""zanzan"", ""score"": 75, ""country"": ""Ivory Coast""}, {""candidate_NE_name"": ""Bubanza"", ""candidate_NE_name_norm"": ""bubanza"", ""score"": 69, ""country"": ""Burundi""}, {""candidate_NE_name"": ""Kayanza"", ""candidate_NE_name_norm"": ""kayanza"", ""score"": 69, ""country"": ""Burundi""}]"
Luanda,luanda,Luanda,luanda,100,Angola,"[{""candidate_NE_name"": ""Luanda"", ""candidate_NE_name_norm"": ""luanda"", ""score"": 100, ""country"": ""Angola""}, {""candidate_NE_name"": ""Lunda Norte"", ""candidate_NE_name_norm"": ""lunda norte"", ""score"": 82, ""country"": ""Angola""}, {""candidate_NE_name"": ""Lunda Sul"", ""candidate_NE_name_norm"": ""lunda sul"", ""score"": 82, ""country"": ""Angola""}, {""candidate_NE_name"": ""Tambacounda"", ""candidate_NE_name_norm"": ""tambacounda"", ""score"": 72, ""country"": ""Senegal""}, {""candidate_NE_name"": ""Manicaland"", ""candidate_NE_name_norm"": ""manicaland"", ""score"": 72, ""country"": ""Zimbabwe""}]"
Lunda Norte,lunda norte,Lunda Norte,lunda norte,100,Angola,"[{""candidate_NE_name"": ""Lunda Norte"", ""candidate_NE_name_norm"": ""lunda norte"", ""score"": 100, ""country"": ""Angola""}, {""candidate_NE_name"": ""Luanda"", ""candidate_NE_name_norm"": ""luanda"", ""score"": 82, ""country"": ""Angola""}, {""candidate_NE_name"": ""Cuanza Norte"", ""candidate_NE_name_norm"": ""cuanza norte"", ""score"": 78, ""country"": ""Angola""}, {""candidate_NE_name"": ""Matabeleland North"", ""candidate_NE_name_norm"": ""matabeleland north"", ""score"": 69, ""country"": ""Zimbabwe""}, {""candidate_NE_name"": ""Lunda Sul"", ""candidate_NE_name_norm"": ""lunda sul"", ""score"": 68, ""country"": ""Angola""}]"
Lunda Sul,lunda sul,Lunda Sul,lunda sul,100,Angola,"[{""candidate_NE_name"": ""Lunda Sul"", ""candidate_NE_name_norm"": ""lunda sul"", ""score"": 100, ""country"": ""Angola""}, {""candidate_NE_name"": ""Luanda"", ""candidate_NE_name_norm"": ""luanda"", ""score"": 82, ""country"": ""Angola""}, {""candidate_NE_name"": ""Cuanza Sul"", ""candidate_NE_name_norm"": ""cuanza sul"", ""score"": 74, ""country"": ""Angola""}, {""candidate_NE_name"": ""Lunda Norte"", ""candidate_NE_name_norm"": ""lunda norte"", ""score"": 68, ""country"": ""Angola""}, {""candidate_NE_name"": ""Luapula"", ""candidate_NE_name_norm"": ""luapula"", ""score"": 62, ""country"": ""Zambia""}]"
Malanje,malanje,Malanje,malanje,100,Angola,"[{""candidate_NE_name"": ""Malanje"", ""candidate_NE_name_norm"": ""malanje"", ""score"": 100, ""country"": ""Angola""}, {""candidate_NE_name"": ""Mulanje"", ""candidate_NE_name_norm"": ""mulanje"", ""score"": 86, ""country"": ""Malawi""}, {""candidate_NE_name"": ""Mali"", ""candidate_NE_name_norm"": ""mali"", ""score"": 77, ""country"": ""Guinea""}, {""candidate_NE_name"": ""Mila"", ""candidate_NE_name_norm"": ""mila"", ""score"": 68, ""country"": ""Algeria""}, {""candidate_NE_name"": ""Mara"", ""candidate_NE_name_norm"": ""mara"", ""score"": 68, ""country"": ""United Republic of Tanzania""}]"
Moxico,moxico,Moxico,moxico,100,Angola,"[{""candidate_NE_name"": ""Moxico"", ""candidate_NE_name_norm"": ""moxico"", ""score"": 100, ""country"": ""Angola""}, {""candidate_NE_name"": ""Imo"", ""candidate_NE_name_norm"": ""imo"", ""score"": 72, ""country"": ""Nigeria""}, {""candidate_NE_name"": ""Oio"", ""candidate_NE_name_norm"": ""oio"", ""score"": 67, ""country"": ""Guinea Bissau""}, {""candidate_NE_name"": ""Mono"", ""candidate_NE_name_norm"": ""mono"", ""score"": 60, ""country"": ""Benin""}, {""candidate_NE_name"": ""Kémo"", ""candidate_NE_name_norm"": ""kemo"", ""score"": 60, ""country"": ""Central African Republic""}]"
Namibe,namibe,Namibe,namibe,100,Angola,"[{""candidate_NE_name"": ""Namibe"", ""candidate_NE_name_norm"": ""namibe"", ""score"": 100, ""country"": ""Angola""}, {""candidate_NE_name"": ""Bié"", ""candidate_NE_name_norm"": ""bie"", ""score"": 72, ""country"": ""Angola""}, {""candidate_NE_name"": ""Namentenga"", ""candidate_NE_name_norm"": ""namentenga"", ""score"": 72, ""country"": ""Burkina Faso""}, {""candidate_NE_name"": ""Menabe"", ""candidate_NE_name_norm"": ""menabe"", ""score"": 67, ""country"": ""Madagascar""}, {""candidate_NE_name"": ""Inhambane"", ""candidate_NE_name_norm"": ""inhambane"", ""score"": 67, ""country"": ""Mozambique""}]"
Uige,uige,Uíge,uige,100,Angola,"[{""candidate_NE_name"": ""Uíge"", ""candidate_NE_name_norm"": ""uige"", ""score"": 100, ""country"": ""Angola""}, {""candidate_NE_name"": ""Sanguié"", ""candidate_NE_name_norm"": ""sanguie"", ""score"": 77, ""country"": ""Burkina Faso""}, {""candidate_NE_name"": ""Mayuge"", ""candidate_NE_name_norm"": ""mayuge"", ""score"": 77, ""country"": ""Uganda""}, {""candidate_NE_name"": ""Ruyigi"", ""candidate_NE_name_norm"": ""ruyigi"", ""score"": 68, ""country"": ""Burundi""}, {""candidate_NE_name"": ""São Miguel"", ""candidate_NE_name_norm"": ""sao miguel"", ""score"": 68, ""country"": ""Cape Verde""}]"
Zaire,zaire,Zaire,zaire,100,Angola,"[{""candidate_NE_name"": ""Zaire"", ""candidate_NE_name_norm"": ""zaire"", ""score"": 100, ""country"": ""Angola""}, {""candidate_NE_name"": ""Estuaire"", ""candidate_NE_name_norm"": ""estuaire"", ""score"": 80, ""country"": ""Gabon""}, {""candidate_NE_name"": ""Baie Lazare"", ""candidate_NE_name_norm"": ""baie lazare"", ""score"": 80, ""country"": ""Seychelles""}, {""candidate_NE_name"": ""Bujumbura Mairie"", ""candidate_NE_name_norm"": ""bujumbura mairie"", ""score"": 72, ""country"": ""Burundi""}, {""candidate_NE_name"": ""Pointe Noire"", ""candidate_NE_name_norm"": ""pointe noire"", ""score"": 68, ""country"": ""Republic of the Congo""}]"
Alibori,alibori,Alibori,alibori,100,Benin,"[{""candidate_NE_name"": ""Alibori"", ""candidate_NE_name_norm"": ""alibori"", ""score"": 100, ""country"": ""Benin""}, {""candidate_NE_name"": ""Mali"", ""candidate_NE_name_norm"": ""mali"", ""score"": 77, ""country"": ""Guinea""}, {""candidate_NE_name"": ""Sal"", ""candidate_NE_name_norm"": ""sal"", ""score"": 72, ""country"": ""Cape Verde""}, {""candidate_NE_name"": ""Bomi"", ""candidate_NE_name_norm"": ""bomi"", ""score"": 68, ""country"": ""Liberia""}, {""candidate_NE_name"": ""Bari"", ""candidate_NE_name_norm"": ""bari"", ""score"": 68, ""country"": ""Somalia""}]"
Atacora,atacora,Atakora,atakora,86,Benin,"[{""candidate_NE_name"": ""Atakora"", ""candidate_NE_name_norm"": ""atakora"", ""score"": 86, ""country"": ""Benin""}, {""candidate_NE_name"": ""Arta"", ""candidate_NE_name_norm"": ""arta"", ""score"": 77, ""country"": ""Djibouti""}, {""candidate_NE_name"": ""Oran"", ""candidate_NE_name_norm"": ""oran"", ""score"": 77, ""country"": ""Algeria""}, {""candidate_NE_name"": ""Tabora"", ""candidate_NE_name_norm"": ""tabora"", ""score"": 77, ""country"": ""United Republic of Tanzania""}, {""candidate_NE_name"": ""Apac"", ""candidate_NE_name_norm"": ""apac"", ""score"": 68, ""country"": ""Uganda""}]"
Atlantique,atlantique,Atlantique,atlantique,100,Benin,"[{""candidate_NE_name"": ""Atlantique"", ""candidate_NE_name_norm"": ""atlantique"", ""score"": 100, ""country"": ""Benin""}, {""candidate_NE_name"": ""Arta"", ""candidate_NE_name_norm"": ""arta"", ""score"": 68, ""country"": ""Djibouti""}, {""candidate_NE_name"": ""Uíge"", ""candidate_NE_name_norm"": ""uige"", ""score"": 60, ""country"": ""Angola""}, {""candidate_NE_name"": ""Sal"", ""candidate_NE_name_norm"": ""sal"", ""score"": 60, ""country"": ""Cape Verde""}, {""candidate_NE_name"": ""Batna"", ""candidate_NE_name_norm"": ""batna"", ""score"": 60, ""country"": ""Algeria""}]"
